,komentarz,nie,tak,klasa
1166,"Doloczylas do sitwy ktora manipulowla lemingami,juz dawno POwinni was wyrzucic",107,54,1
1167,zbiera mi sie na wymioty jak patrze na tego gnoma,6,3,1
1168,Jak to zrobili Tatarzy (notabene nawoływali do tego przez cały miesiąc)to nie różnią się niczym od muslimskiej hołoty w Paryżu.Nie ściągać jako uchodźców popaprańców do Polski.Mamy swoich od stuleci wiernych Rzeczypospolitej.,2,5,1
1169,"i tu się mylisz! gdyby doprowadził antyżydowską krucjatę do końca, nie byłoby grupy Bilderberg, Bnai Brith itp, ergo nie miałby kto finansować tej muzelskiej hołoty! Bo chyba nie sądzisz, że mieli pieniądze na podróż ze sprzedaży kozy..",0,11,1
1170,A ten ciągły głupawy uśmieszek Schetyny co oznacza ?,5,4,1
1171,Sekta pisokomunistyczna to dno !,2,1,1
1172,Rudy zawsze będzie fałszywy. Sprzedał Polskę za stanowisko.,44,28,1
1173,W końcu rudy kapuś za darmo nie dostał stołka,1199,149,1
1174,Pospolite  Opluwacze  kwiczom bo mówi  prawde,6,4,1
1175,.   Moze  byl naćpany  .po czym poznać głupiego  po smiechu  jego.,5,5,1
1176,Akurat Dyzmą to był Wałęsa ćmoku.,0,0,1
1177,KRZYŻ NA DROGĘ O PRZEPRASZAM GWIAZDĘ DAWIDA.,2,0,1
1178,goń się dzyndzlu do Torunia !!!,8,1,1
1179,To patologia....,1,3,1
1180,"Te sondaże to wróżenie z fusów. Prawda jest taka, że PiS w tej chwili może mieć nawet 60-70% poparcia, a partia Cygana Petru - Nowoczesna jak ma około 10%, to i tak cud. Tak więc przestańcie się ośmieszać, bo naród coraz bardziej się jednoczy i coraz więcej osób staje za PiSem. Tego przewrotu w Polsce już nikt nie zatrzyma, bo tego oczekuje naród, za wyjątkiem zdrajców, sprzedawczyków, złodziei i otumanionych. Jasne?",2,1,1
1181,"BRAWO PANI DOMINIKO! BEZ DOBRYCH DZIENNIKARZY ROBIACYCH 

O G L A D A L N O S C

TVpis bedzie tylko budynkami pelnymi jadu, nienawisci i kaczego smrodu.

Telewidzowie ""pojda"" ZA WAMI GDZIEKOLWIEK ZNAJDZIECIE PRZYSTAN.

pusszczujnia obojetnie jak sie nazywa jest tyljo tandetna pisszczujnia i nic tego nie zmieni.

BOJKOTUJEMY tvpis!",3,2,1
1182,Ś M I E Ć RENCISTA :),8,3,1
1183,Ta jędzowata. baba to gendrzerka femnistka tumanistka ćwierć inteligentna smrody szatana aseksualna aorgazmowa z wiecznym dyskmfortem w gaciach zimna wściekła zła ....chyba wibrator ma uszkodzony...na szczaw i mirabelki !!!,3,2,1
1184,a kaczynski cudem uniknal smierci buahahaha jasinski i piotrowicz to byli tajni wspolpracownicy solidarnosci buahaha k.. robi sie coraz ciekawiej coraz smieszniej w tym kraju czemu nie moze byc normalnie? heh,5,1,1
1185,Dlaczego nie pisaliście tego jak banda tuska zwalniała dziennikarzy. Kwik kwik kwik oddajcie nam koryto...,22,7,1
1186,napisał chyba jedyny wykastrowany przez Tuska (intelektualnie),7,6,1
1187,"popier pisowskie  GOLEBIE JARKA mAM NADZIEJE ZE SZYBKO TE 4 LATA SPLYNAL BO NOWA WLADZA ROZLICZY WAS ... SAMI OTWORZYLISCIE FURTKI , NIE BEDZIE DLA WAS LITOSC JAK SAMI TO ROBICIE LAMIECIE PRAWA I ETYKI LUDZKIE  A TOO SIE SPOTKA EDEKWATNA ODPOWIEDZIA ...",1,0,1
1188,Ja mam nadzieje że w końcu znajdzie się Patriota i skończy z tym Qrestwe gebelsowskim raz na zawsze !,11,7,1
1189,Volksdeutsch !!!,26,13,1
1190,POspolite rozwolnienie ma ciąg dalszy. POpłoch??????,2,1,1
1191,"fest pacanie głupia pało
jesteś ćwokiem jakich mało",2,1,1
1192,Co za skur.....y takie glupoty pisza a niech was polaczki szlag trafi,11,3,1
1193,Tobie peło rozwaliło łepetyne skoro tak myślisz ubeku,1,0,1
1194,"Nie chcieli , PiS-lamiści zagłosować na niego to im podstawił Dudę i Szydło i dorwał się do władzy a teraz śmieje się z tego jak ich w wała zrobił ale do nich i tak nic nie dociera , zbyt tępi są .",7,17,1
1195,O boże. znów bąk mi uciekł.,0,3,1
1196,Wyświetlił sobie jak zapinał kota pod ogon,1,2,1
1197,Lizanął by jej rowa.,2,0,1
1198,"Jej różowo czerwoni idole za taki wywiad w obcych mediach z pierdla by jej nie wypuścili, a i sama intuicyjnie by wiedziała co i gdzie mówić i robić.",2,1,1
1199,a ten baran powinien zwolnionym płacić pensje do emerytury !!!!!!!!!,3,0,1
1200,"Szacunek dla niej !!!!
 Rydzyk i dyktatura przejmie wszystko w TV !!!",5,0,1
1201,"kwik ostatnich świn odciętych od koryta , bezcenny",66,28,1
1202,kapuś i zdrajca koniec tematu. Persona non grata !!!,11,5,1
1203,Ty jesteś niedorajdą.,3,0,1
1204,Coś się PO-jedbało PiS-oryy i inne nacje takie wystawiacie o sobie opinie że strach.Jesteście TYLKO MARIONETKAMI  TYCH CO W DANYM MOMENCIE PRZY KORYCIE.POWODZENIA SMUTNY NARODZIE,3,1,1
1205,"słuszna sprawa a kontrabanda PiS działa w najlepsze komuna bis i ich dorosłe dzieci Kaczyńskiego powróciły do lat młodości z komuną w tle ""ale pluj świni w oczy to powie ze deszcz pada""",9,5,1
1206,OTO WRÓG POLSKI I POLAKÓW. WIDAĆ PRAWDA JEST O JEGO OJCU. WON Z POLSKI TUSK Z RODZINĄ.,16,7,1
1207,wy....ać wszystkich będzie spokój.,1,0,1
1208,Te dziewczyny wypowiadające się  na pewno robią lody księżom i grzmocą się na potęgę a przed kamerą to święto jebliwe,5,1,1
1209,"TUSK to zdrajca , lepiej niech siedzi cicho !!!
Słuchanie Merkel na dobre mu nie wyjdzie !!!!
No chyba , że nigdy mu na Polsce nie zależało !!!!!",108,7,1
1210,"Baranie nie czytam twoich wypocin tylko ci napiszę, że nie da się naprawić wszystkiego w ciągu 3 miesięcy co zniszczyliście przez 8 lat i tyle.",26,3,1
1211,"nie dorozwinięci tak mają, że czasami ryczą z byle czego",5,3,1
1212,a co to kogo obchodzi .CODZIENNIE SETKI LUDZI TRACA PRACE I CISZA A TERAZ JAK TYCH CELEBRYTOW WYPIEPRZAJA TO WIELKI LAMENT  SMIECHU WARTE .GDYBY UCZCIWIE WYKONYWALI SWA PRACE TO NIKT BY ICH NIE WYWALAL.A ZE WOLELI LIZAC DUPSKA TUSKOWI POZNIEJ KOPACZ NA BULU KONCZAC TO NIECH TERAZ IDA DO NICH PO ROBOTE,42,18,1
1213,"czlowieku opisujesz same pierdoly ,to juz bylo wiadomo przed wyborami:",5,3,1
1214,Odpowiedź na poziomie typowego wyborcy PISu,32,12,1
1215,Cała Polska spiewa z Nami ... wypierdalać z KODowcami ! ! !,11,5,1
1216,"Kiedy ktoś pisze ""mietla"" to już wiadomo ze prostak z wiochy.",4,1,1
1217,a widziałeś ..? złapałeś to czemu kłamiesz..? Pisowski trolu!,132,21,1
1218,"a zaproponował ci kopa w d..... , bo jeśli nie to podaj adres , chętnie ci zaserwuję podkutym butem.",2,0,1
1219,Zdrajca!,10,6,1
1220,"Czytam komentarze i nie wierzę !!!
PIS taki PIS owaki ciągle źle rządzi dwa miesiące i nie powiem szybko i może drastycznie działa ale działa !!!
Rozliczacie obecna władze po 2 m-cach a po 8 latach nie rozliczyliscie swoich !!!
Krzyk medialny ciągle krytyka to ja sie pytam na co oni maja czekać ?! 
Ludzie pierwszy raz w Polsce mamy rzady jednej partii nawet w Europie jest to rzadkość tym bardziej prawicowej !
I dla tego wszyscy sie burzą! POLACY ostatnie decyzje unii są jedynie próbą zamaskowania aktualnej sytuacji w Niemczech i wszędzie tam gdzie są uchodźcy!!!
Fala gwałtów i molestowań rozlała sie po calej Europie.
Tak bardzo chca walczyć o wolność mediów a ja sie pytam czemu informacje o zdarzeniach w całych Niemczech wyszły dopiero ponad 5 dni po fakcie czemu politycy blokowali upublicznienie tych informacji a oni będą walczyć o nasze polskie media !!!! WSTYD MA ZA POLAKÓW i mimo ze nie ze wszystkim sie zgadzam co robi pis nie trawie tych złodziei w sutannach to mimo wszystko nienawidzę hipokryzji i ludzi którzy nie maja własnego zdania a jedynie zaślepieni wierzą w zielona wyspę jaka nam Tusk obiecał",3,2,1
1221,normalne zachowanie ludzi ułomnych,2,5,1
1222,kaczynski skomlal o miejsce przy okraglym stole...,10,14,1
1223,Szczujnia nie próżnuje. Sadurski opluwa Polskę w Spieglu. POstkomuna z Nowoczesną  blokuje obrady Sejmu zglaszajac wnioski o przerwy...WP tez chce się podlizać obcej agenturze.,3,3,1
1224,"Czyżby gdzieś uciekł za granicę? Raczej bardzo facet solidny i konkretny! Nigdy nie będzie pachołkiem sił mających gdzieś nas, Polaków! Wiem, że cię to boli bo wolałbyś sługusa dworów zagranicznych, pachołka merdającego, z wystawionymi łapkami!",13,6,1
1225,Posmigalbym na niej i tyle. ..,1,0,1
1226,"BRAWO PIS! ostatnia nadzieja dla Polski i Polaków! nikt nie jest święty,wszyscy jesteśmy tylko ludżmi,i nie zrażajcie się kiedy w PISie znajdzie się jakaś czarna owca,SBeki wstawili do opozycyjnych partii swoich agentów i co jakiś czas wciskają guzik,aby skompromitować PIS,Paweł trzymaj się z PISem,aby ciebie WSI nie POdkupiła.Każdy popełnia błędy,ale ogólnie PIS jest dla Polski i Polaków,reszta tylko chce na Nas i Polsce żerować.",275,129,1
1227,Masz rację zwieracze puszczają o.....rac pis,4,1,1
1228,przeciez to CZUBEK Z ADHD,2,1,1
1229,ruda fałszywa menda. my natomiast zajmiemy się do bólu sprawą tych bandziorów i złodziei bąków. odpowiedzą za wszystko jechane folksdojcze,26,11,1
1230,A WP już wie co powiedział lub co miał na myśli POwskie pieski,4,3,1
1231,nie szkoda tej łajzy,2,1,1
1232,"Taki dowcip to dla chamów z PO, ale NIGDY dla Pana Kaczyńskiego!
Niemcy na swoich portalach jednoznacznie wspierają PO i Nowoczesna (Ponowna Okupacja Niemiecka). Niemcy finansowali partię Tuska i ułatwiali jej dojście do władzy, później konDonka-zdrajcę zrobili naczelnym błaznem Europy. Jest jasne, dlaczego Niemcy zażarcie bronią interesów swojej agentury w Polsce, ale czy my mamy się na to godzić? NIE!! W tej sytuacji Polacy powinni Szkopów przegonić, a zdrajców wyłapać, ogolić i izolować!",1,0,1
1233,"OMG,  news stulecia. Prezes się śmieje!!!!  poproszę o wiadomość kiedy se pierdnie.",21,6,1
1234,"te barany ciemne co tak krytykuja obecny rzad...
uwazacie osly tepe za za PO rzadow byla demokracja???????
cos baranie jeden drugi za darmo za marna pensyjke robiles i g...o z tego masz
tamci u wladzy majatki pozbijali a ty co? co miales parobku do powiedzenia??
NIC sieroto jedna.anarchia i bezprawie ...okradanie narodu przekrety i afery i ty to ciemna pala z druga demokracja nazywales????",7,5,1
1235,Co ty napisał wsiowy capie ?,3,1,1
1236,pierwszy gej europy wschodniej w obesnym usmiechu.,1,1,1
1237,panie prezesie a może by tak do psychiatry? na pewno pomoże.,8,15,1
1238,Syn Niesioła niejaki Nejmand tez by sie usmiechnąl ale ma botoksową nerwicę!,3,2,1
1239,"Polskie spółki straciły na wartości okł 43 miliardy złotych przez harce tego łysiejącego buca, mi bank podnosi raty kredytowe, paliwo zaczyna znowy drożeć gdyż złotówka spadał ana łeb an szyję. Chamota PiSowska WON z POLSKI.",2,8,1
1240,"Platforma Obywatelska ma ostatnio 14 procent poparcia. Co na to Stefek Niesiołowski. Pokażcie go wreszcie, wstydzicie się? A taki mądry był i miał wyłączność na prawdę. Brakuje mi tej ochrypłej z nienawiści bestii. Lubiłem patrzeć jak charczy i ślini się nie przebierając w słowach. Robił w Sejmie najlepszy kabaret w Polsce. Stefek, daj czadu, nie wstydź się.",5,5,1
1241,Tusku przyjedź do Polski bo już najwyższy czas by cie zapuszkowac TY SPRZEDAWCZYKU,31,18,1
1242,"nie martwcie sie, zastapia ich Maxem Pojebonko. On wam wcisicie, ze Hitler byl Aniolem...",3,0,1
1243,JA SZCZYTUJE CO WIECZÓR I MOJA PANI TEŻ  A ONI  NIECH SPI.......Ą OD NAS JESZCZE  MAŁO ZDEMOLOWALI GOSPODARKĘ,11,4,1
1244,skazać ZDRAJCE!!! RUDY SPRZEDAWCZYK!!!,11,5,1
1245,"Sondaż ha ha ha , na stu głosujących sto dwa głosy na pis. Wychodzi szydło z worka , maliniak i jego przedwyborcze papierowe obietnice .",7,3,1
1246,Duda to wstyd spotkać się z łachmytą Donkiem  T.,4,0,1
1247,"WP mało się nie z...sra. Czy wasza głuPOta ma jakieś granice? Dlaczego nie zamieszczaliście takich ""sensacji"" na temat Tuska, Kopacz i POzostałych, którzy przez 8 lat śmiali się z Polaków zajadając ośmiorniczki, popijając markowym winem?",3,2,1
1248,"Mam w dvpie to co mówi islam i ci kozoyepni ""proboszcze"" islamscy. Powinni zachowywać się zgodnie z kulturą i obyczajami panującymi u tych, którzy ich przyjęli. A tak w ogóle to powinni ich wypierniczyć z krajów, pijawy jedne, to jest gorsze ścierFo niż cygani i powinni zostać usunięci. Jak w Polsce będzie się któryś panoszył to dostanie po mordzie i nawet przez sekundę mi nie przejdzie przez myśl, czy nie obrażam jego religii - sarm na niego!!",1,59,1
1249,wygląda na to jakby się naćpał?,3,4,1
1250,Gliński to jest etatowy pajac PiSu,1,0,1
1251,Taka miernota polityczna o parszywej reputacji dziś rozdaje karty.Przecież to jest horror.,4,1,1
1252,"Ojjjj ktoś przepowiadał, że czarny szatan Obama rozpiedo.li porządek na ziemii... i wszystko na to wskazuje, że miał rację.",0,5,1
1253,"zbulwersowana.....a nie bulwersuje Cię fakt, że ""parszywy"" Towarzysz Balbina, pseudo Jarosława Kalkstein/Kaczyńskiego, to znany syn warszawskiego komucha i nacjonalistycznego Żyda Rajmunda  Kalkstein/Kaczyński, który pomagał Sowietom w wyłapywaniu członków polskiego podziemia  AK, oraz był jednym z 3-ech osób, które to wydały w łapy gestapo polskiego generała Grota.........a kto wie, czym mógł zaimponować oficerowi SB Jarosław Kalkstein/Kaczyński, że ten po odmowie podpisania lojalki wypuścił go wolno i nigdy już nie nękał?....",9,7,1
1254,"NO I DOBRZE .MA PRAWO PAN SCHULZ Z RACJI URZĘDU SPRAWDZIĆ TĘ POLSKĄ NOCNĄ DEMOKRACJĘ.WSTYDZĘ SIĘ ZA MARIONETKOWEGO PREZYDENTA URZĘDUJĄCEGO WŁAŚCIWIE W KOŚCIOŁACH W DYMACH KADZIDEŁ I TĘ NIBY PANIĄ JĘCZĄCĄ BUFETOWĄ PREMIER , KTÓRA WSADZIŁA NA ODPOWIEDZIALNE STANOWISKA SKOMPROMITOWANYCH POLITYKÓW JAK  TEN SZALENIEC MACIAREWICZ CZY ZIOBRO.CZY UWAŻACIE ŻE TO DOBRZE ROKUJE DLA TEJ BIEDNEJ POLSKI .......",5,2,1
1255,Dobrze że nie pękł bo byłby smród na całą Polskę .,5,3,1
1256,"co to za  tytuł '' znów mówi .....'' ? Zginęło tylu ludzi , sprawa nie wyjaśniona.Te pajace z PO i PSL oraz Lewicy nic konkretnego nie wyjaśnili.Podali wersję Moskwy i tyle.Wstyd",54,23,1
1257,Nie wy qwa już jesteście przeszłością:-),3,0,1
1258,"Zdrajca, pachołek, wyrobek - precz z kraju.",33,22,1
1259,PiS_dy z podszywanym życiorysem Solidarność będą podszywane wiadomości głosić!,7,1,1
1260,Iwon - czy ty jesteś kotem Jarka?,0,0,1
1261,"Stary pryku jak już siedzisz na wikcie podatników to do pracy się weź a nie głupotami się zajmujesz, albo lepiej nie pracuj bo znowu jakieś głupoty wymyślisz",2,5,1
1262,"Ile w nim  nienawiści, ta sierota Tusk nie może się pogodzić z tym, że to PIS naprawia Polskę po jego makabrycznych Rządach i zrobi wszystko żeby to utrudnić kosztem milionów Polaków",420,320,1
1263,"Pewnie jak wielokroć w historii to Polska będzie musiała ratować tę durną Europę Zachodnią przed islamem (patrz najazdy Tatarskie i zwycięskie wojny z Imperium Osmańskim). W laniu muzułmanów jesteśmy dobrzy i nie będzie u nas litości. Wbijanie na pal pogan to była ulubiona rozrywka naszych przodków . Lach będzie znów budził strach u tych islamskich kundli. I wcale nie chodzi tu o siłę armii, ale o nasze wysokie morale, tradycyjne wartości i wiarę chrześcijańską. Zwycięża się hartem ducha a nie tylko stalą. Ale tym razem nie bądźmy głupi. Ci zapyziali i tchórzliwi zachodni Europejczycy będą musieli za ratunek  słono zapłacić.",0,2,1
1264,kwi kwi kwi kwi kwi kwi kwi kwi kwi kwi kwi kwi kwi kwi kwi kwi kwi kwi kwi kwi kwi kwi kwi kwi kwi kwi kwi kwi kwi kwi kwi kwi kwi kwi kwi kwi kwi kwi kwi kwi kwi kwi kwi kwi kwi kwi kwi kwi kwi kwi kwi kwi kwi kwi kwi kwi kwi kwi kwi kwi kwi kwi kwi,69,17,1
1265,Tusk ty blaznie mafijnej UE wrog Polski nr.1,83,45,1
1266,Won !,1,0,1
1267,"poczytaj powód obniżenia ratingu przez s&p ""głupi irku""",0,5,1
1268,"szkoda, ze nie pękł Pawłowicz by miała drugie śniadanie",4,3,1
1269,"Wiem, że zwolennicy PIS u to poziom intelektualny  zerowy, ale ,żeby poniżej zera ? to
HAŃBA !",17,3,1
1270,Qrwa ten kraj zżera rak.  W dodatku rządzący cierpią na chorobę psychiczną a i tak mają poparcie. Ja tego qrwa nie ogarniam.,19,8,1
1271,Bolek spokojnie bo ci żyłka pierdolnie!,3,2,1
1272,GDYBY  NA  SWIECIE  MOZNA  BYLO  SIE  SMIAC  NA  SALACH  ROZPRAW  SADOWYCH  I  SALACH  POSIEDZEN -  TO  JEDNO  BYLOBY  PEWNE  =  TE  KTO  TAM  SIE  SMIEJE  SAM  DO  SIEBIE  I  PROBUJE  ROZBAWIC  INNYCH  TO  CZUBEK   A  NIE  OSOBA  POWAZNA  DO  MIEJSCA  GDZIE  TAM  PRACUJE  ZA  CO  BIERZE  KOLOSALNA  ZAPLATE .,1,1,1
1273,Ciekaw jestem czy po tym jego śmiechu trzeba było wietrzyć salę,4,4,1
1274,Nazwisko ma adekwatne do rozumu,1,0,1
1275,TUSK TY CH**U RYZY WARA OD POLSKI NASZEJ KOCHANEJ DO AFRYKI UCIEKAJ BANANY ZBIERAC,11,5,1
1276,"lepiej stary niż głupi tak jak ty, ...",1,1,1
1277,"biernacki, ty zakop te szczontki luckie z celi trynkiewicza, bo jako polityk jesteś już zerem",3,34,1
1278,"Nazwałbym go spasionym knypkiem ale tego nie zrobię i nazwę go ""Polakiem gorszego sortu""",7,6,1
1279,Typowe dla schizofrenii paranoidalnej...,42,33,1
1280,No i co on tam ma? niech nadstawi... kopa można by zasadzić...,0,0,1
1281,"Jareczku, śmiech to zdrowie. Trzeba się śmiać z po-psl-owskiej bandy! Przydałoby się zakuć w dyby tego śmiecia Burego! Myślę że to da się zrobić. Pozdrawiam i życzę dobrego chumoru.",3,4,1
1282,tylko owych tatarów nie przyjmować do Polski.Niech spierniczają na Syberię.,1,13,1
1283,"Czy Piotr Kraśko jest synem czy wnukiem PRL-owskiego bonzy Wincentego Kraśki? Jeżeli tak - to wszystko jasne! Typowe ""Dziecko resortowe""",1,0,1
1284,No i szczekaczki co Wy na to.,220,128,1
1285,To pajac. Powinni go w ogolę już nie pokazywać.,31,11,1
1286,Haaaa tobie cos powalilo sie w tej zapyzdzialej lepetynie,10,2,1
1287,"pewno był na artykułach ikomentarzach ,zobaczył jak was naród-----Kocha-----zdrajcy i kolaboranci
















k



k",3,11,1
1288,Nie wstydzisz sie padalcu dziennikarski dawac takie tytuly ? w porównaniu  do tego co wy wyczyniacie hieny dziennikarskie i co wypisujecie piszesz ze Duda nie dotrzyma słowa hahahahaaaaaaaaa,5,2,1
1289,"""Ten się dobrze śmieje, kto śmieje się ostatni"". Niech pan więc uważa z tym śmiechem, tym bardziej, że pana uśmiech jest tak koszmarny jak u wiejskiego głupka.",5,2,1
1290,"O Adamie nie można powiedzieć, że nie chciałoby się oglądać go gdziekolwiek, bo Adam  rezprezentuje nickowe anonimowe  PiSpólstwo",28,7,1
1291,"Zrób miejsce dla prawdziwych dziennikarzy i fora ze dwora, do szczujni.",4,1,1
1292,Zdrajco nie wracaj już nigdy do Polski.,11,4,1
1293,Zdrajca numer 1.,26,15,1
1294,"Jacy oni teraz dumni i ślepi to dosłownie mnie rozbraja,ci propagandziści naprawdę wierzyli w to co mówili tak jak w ,,Rosyjiiii''  i w Korei Północnej,po prostu SZOOOK!!!! to chorzy ludzie .",1,0,1
1295,ty ryży POpaprańcu i ZDRAJCO narodu Polskiego!!! Nie zapominamy takich rzeczy przy urnach wyborczych!!!,85,49,1
1296,"Szkoda, że nie pękł",2,0,1
1297,"Po gwałcie arabus dostanie po ryju to będzie RASIZM !? Prosta zasada jak gość nie potrafi się zachować to niech WYP.... do Syri czy do innego Pakistanu.To sa młodzi ludzie powinni walczyc o  swój kraj , nie spie... z niego jak szczury",1,18,1
1298,Nareszcie te POdroby dziennikarzy POjda do TVN i będą 24 godz głosić govnno prawde,3,2,1
1299,Bardzo dobrze. Tępa nabzdyczona dzida - w mojej opini oczywiście.,1,0,1
